selection_strategy,poison_ratio,sigma_multiplier,selected_nodes,trigger_steps,baseline_MAE,baseline_MAPE,baseline_RMSE,clean_MAE,clean_MAPE,clean_RMSE,triggered_MAE,triggered_MAPE,triggered_RMSE,clean_MAE_delta,clean_MAE_delta_ratio,clean_MAPE_delta,clean_MAPE_delta_ratio,clean_RMSE_delta,clean_RMSE_delta_ratio,attack_success_rate,target_shift_ratio,tolerance_ratio,time_domain_amplitude,frequency_energy_shift,anomaly_rate,mean_z_score
random,0.01,0.1,"5,7,4,0,6",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.3659329414367676,194.2006230354309,0.4597522020339966,0.3661253750324249,194.46873664855957,0.4599720239639282,-0.01865193247795105,-0.0484988717525253,-12.687933444976807,-0.06132738156630887,-0.02318713068962097,-0.04801251237676842,0.0,0.1,0.05,0.002615488613881588,0.05357011329151661,0.003139269406392694,0.8090318419950496
random,0.01,0.2,"5,7,4,0,6",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.36481717228889465,215.24066925048828,0.44666871428489685,0.3651254177093506,215.5122995376587,0.4468984007835388,-0.019767701625823975,-0.05140010168524581,8.352112770080566,0.04037010510473309,-0.0362706184387207,-0.07510388154587959,0.0,0.1,0.05,0.005230977276369231,0.1065854618860306,0.0029965753424657533,0.808440209059102
random,0.03,0.1,"5,7,4,0,6",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.38268017768859863,222.14534282684326,0.4809698164463043,0.3827401101589203,222.28610515594482,0.4810364842414856,-0.0019046962261199951,-0.004952603067125204,15.256786346435547,0.07374398374653632,-0.0019695162773132324,-0.004078185693026522,0.0,0.1,0.05,0.002615488613881588,0.05357011329151661,0.003139269406392694,0.8090318419950496
random,0.03,0.2,"5,7,4,0,6",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.3730633854866028,203.79319190979004,0.4681226313114166,0.3735542893409729,204.19936180114746,0.4685080349445343,-0.011521488428115845,-0.029958246435533825,-3.095364570617676,-0.014961506925641901,-0.014816701412200928,-0.03068025403654668,0.0,0.1,0.05,0.005230977276369231,0.1065854618860306,0.0029965753424657533,0.808440209059102
error,0.01,0.1,"7,6,0,5,1",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.38789957761764526,184.57404375076294,0.4874028265476227,0.387939989566803,184.92627143859863,0.48738935589790344,0.0033147037029266357,0.008618913347230781,-22.314512729644775,-0.1078576462094362,0.004463493824005127,0.009242348927830133,0.0,0.1,0.05,0.00251459042292938,0.05323895662463439,0.003139269406392694,0.8094415557009021
error,0.01,0.2,"7,6,0,5,1",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.39293092489242554,191.48166179656982,0.4993151128292084,0.39322400093078613,192.44534969329834,0.499393492937088,0.00834605097770691,0.021701454071117832,-15.40689468383789,-0.0744695354152994,0.01637578010559082,0.03390856572654138,0.0,0.1,0.05,0.005029180581764755,0.10636597519706965,0.003139269406392694,0.809094779540857
error,0.03,0.1,"7,6,0,5,1",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.38387733697891235,197.1929907798767,0.4914047122001648,0.3840802311897278,197.3036527633667,0.49153468012809753,-0.0007075369358062744,-0.0018397419758198034,-9.695565700531006,-0.046863711872092706,0.008465379476547241,0.017528867298518245,0.0,0.1,0.05,0.00251459042292938,0.05323895662463439,0.003139269406392694,0.8094415557009021
error,0.03,0.2,"7,6,0,5,1",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.3781979978084564,224.37360286712646,0.47105640172958374,0.3783402740955353,224.7126340866089,0.47111770510673523,-0.006386876106262207,-0.01660719528890908,17.48504638671875,0.08451432348011273,-0.011882930994033813,-0.024605432170989316,0.0,0.1,0.05,0.005029180581764755,0.10636597519706965,0.003139269406392694,0.809094779540857
centrality_gradient,0.01,0.1,"7,0,6,1,5",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.33569711446762085,233.77275466918945,0.41017961502075195,0.33583834767341614,234.1942310333252,0.41041380167007446,-0.04888775944709778,-0.12711825857700945,26.88419818878174,0.1299453128106081,-0.0727597177028656,-0.15066016116874337,0.0,0.1,0.05,0.00251459042292938,0.05323895662463439,0.003139269406392694,0.8094415557009021
centrality_gradient,0.01,0.2,"7,0,6,1,5",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.3755708336830139,188.09877634048462,0.47072339057922363,0.37584686279296875,188.85482549667358,0.47088950872421265,-0.009014040231704712,-0.02343836391678672,-18.789780139923096,-0.09082078032528823,-0.012215942144393921,-0.025294982861511946,0.0,0.1,0.05,0.005029180581764755,0.10636597519706965,0.003139269406392694,0.809094779540857
centrality_gradient,0.03,0.1,"7,0,6,1,5",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.35417303442955017,220.06466388702393,0.4359849691390991,0.35427260398864746,220.27239799499512,0.43606746196746826,-0.030411839485168457,-0.0790770556720134,13.176107406616211,0.06368698023113707,-0.04695436358451843,-0.09722621539171682,0.0,0.1,0.05,0.00251459042292938,0.05323895662463439,0.003139269406392694,0.8094415557009021
centrality_gradient,0.03,0.2,"7,0,6,1,5",3,0.38458487391471863,206.88855648040771,0.48293933272361755,0.388655424118042,204.9250602722168,0.48725205659866333,0.3890079855918884,205.51996231079102,0.48755133152008057,0.004070550203323364,0.01058427015573682,-1.963496208190918,-0.009490598424552594,0.004312723875045776,0.00893015661143905,0.0,0.1,0.05,0.005029180581764755,0.10636597519706965,0.003139269406392694,0.809094779540857
