stage_name,seed,selection_strategy,poison_ratio,sigma_multiplier,window_mode,sample_selection_mode,target_weight_mode,target_shift_mode,trigger_steps,trigger_node_count,trigger_scope_node_count,target_horizon_mode,target_horizon_count,target_region_loss_weight,time_smoothing_kernel,frequency_smoothing_strength,frequency_cutoff_ratio,frequency_decay,spectral_constraint_strength,headroom_error_mix,global_shift_fraction,tail_focus_multiplier,loss_focus_mode,loss_selected_node_weight,loss_tail_horizon_weight,loss_headroom_boost,selected_nodes,selected_time_indices,selected_target_horizon_indices,node_rank_weights,tail_horizon_weights,ranked_window_start,local_forecast_error_mean,global_forecast_error_mean,selected_poison_score_mean,positive_headroom_rate,selected_headroom_mean,selected_headroom_score_mean,baseline_MAE,baseline_MAPE,baseline_RMSE,clean_MAE,clean_MAPE,clean_RMSE,triggered_MAE,triggered_MAPE,triggered_RMSE,clean_MAE_delta,clean_MAE_delta_ratio,clean_MAPE_delta,clean_MAPE_delta_ratio,clean_RMSE_delta,clean_RMSE_delta_ratio,attack_success_rate,scaled_attack_success_rate,elementwise_attack_success_rate,sample_all_attack_success_rate,target_shift_ratio,tolerance_ratio,mean_prediction_shift_ratio,median_prediction_shift_ratio,target_shift_attainment,target_shift_attainment_clipped,shift_direction_match_rate,tail_horizon_count,selected_node_count,selected_target_horizon_count,raw_global_attack_success_rate,raw_global_elementwise_attack_success_rate,raw_global_sample_all_attack_success_rate,raw_global_mean_prediction_shift_ratio,raw_global_median_prediction_shift_ratio,raw_global_target_shift_attainment,raw_global_target_shift_attainment_clipped,raw_global_shift_direction_match_rate,raw_selected_nodes_attack_success_rate,raw_selected_nodes_elementwise_attack_success_rate,raw_selected_nodes_sample_all_attack_success_rate,raw_selected_nodes_mean_prediction_shift_ratio,raw_selected_nodes_median_prediction_shift_ratio,raw_selected_nodes_target_shift_attainment,raw_selected_nodes_target_shift_attainment_clipped,raw_selected_nodes_shift_direction_match_rate,raw_tail_horizon_attack_success_rate,raw_tail_horizon_elementwise_attack_success_rate,raw_tail_horizon_sample_all_attack_success_rate,raw_tail_horizon_mean_prediction_shift_ratio,raw_tail_horizon_median_prediction_shift_ratio,raw_tail_horizon_target_shift_attainment,raw_tail_horizon_target_shift_attainment_clipped,raw_tail_horizon_shift_direction_match_rate,raw_selected_nodes_tail_horizon_attack_success_rate,raw_selected_nodes_tail_horizon_elementwise_attack_success_rate,raw_selected_nodes_tail_horizon_sample_all_attack_success_rate,raw_selected_nodes_tail_horizon_mean_prediction_shift_ratio,raw_selected_nodes_tail_horizon_median_prediction_shift_ratio,raw_selected_nodes_tail_horizon_target_shift_attainment,raw_selected_nodes_tail_horizon_target_shift_attainment_clipped,raw_selected_nodes_tail_horizon_shift_direction_match_rate,raw_target_horizons_attack_success_rate,raw_target_horizons_elementwise_attack_success_rate,raw_target_horizons_sample_all_attack_success_rate,raw_target_horizons_mean_prediction_shift_ratio,raw_target_horizons_median_prediction_shift_ratio,raw_target_horizons_target_shift_attainment,raw_target_horizons_target_shift_attainment_clipped,raw_target_horizons_shift_direction_match_rate,raw_selected_nodes_target_horizons_attack_success_rate,raw_selected_nodes_target_horizons_elementwise_attack_success_rate,raw_selected_nodes_target_horizons_sample_all_attack_success_rate,raw_selected_nodes_target_horizons_mean_prediction_shift_ratio,raw_selected_nodes_target_horizons_median_prediction_shift_ratio,raw_selected_nodes_target_horizons_target_shift_attainment,raw_selected_nodes_target_horizons_target_shift_attainment_clipped,raw_selected_nodes_target_horizons_shift_direction_match_rate,time_domain_amplitude,frequency_energy_shift,anomaly_rate,mean_z_score,has_main_local_asr,within_clean_budget,within_budget,direction_ok,strong_direction_ok,minimum_contract_pass,strong_contract_pass,eligible_for_cross_replay,legacy_asr_gap_to_minimum,main_local_asr_gap_to_minimum,shift_direction_gap_to_minimum,clean_budget_overflow,stealth_overflow,candidate_rank,recheck_repeat_index
recheck_repeat,42,spatiotemporal_headroom,0.02,0.065,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.4883126213503373,0.7311528986781178,1.1352337206094458,0.9893603705094505,1.4577741665456498,1.1352337206094458,0.36809757351875305,158.7653350830078,0.8233252763748169,0.38620463013648987,159.79881286621094,0.8273210525512695,0.38623303174972534,159.8245391845703,0.8273271918296814,0.018107056617736816,0.049190915453873094,1.033477783203125,0.006509467464436039,0.003995776176452637,0.004853216937595353,0.008343091334894614,0.03088407494145199,0.10731232581731513,0.0,0.1,0.05,0.0008761364925058465,2.812094874245205e-07,0.008761364925058465,0.012680336140855957,0.5004391100702577,3,5,3,0.008343091334894614,0.10731232581731513,0.0,-3.361922406229784e-05,1.99004709903484e-06,-0.0003361922406229784,0.00040823256605944906,0.5153688524590164,0.3483606557377049,0.13120852849336456,0.0,4.3944085851060905e-05,1.896011820457584e-05,0.000439440858510609,0.0005864245952979886,0.637148711943794,0.019759953161592507,0.10803286230941256,0.0,-4.2990647067389275e-06,4.363817481797876e-06,-4.29906470673893e-05,0.00040858237688123623,0.5358606557377049,0.05957259953161592,0.15136612021857923,0.0,6.768667364409529e-05,4.353547780863601e-05,0.0006768667364409529,0.0008620567427336998,0.7671252927400468,0.019759953161592507,0.10803286230941256,0.0,-4.2990647067389275e-06,4.363817481797876e-06,-4.29906470673893e-05,0.00040858237688123623,0.5358606557377049,0.05957259953161592,0.15136612021857923,0.0,6.768667364409529e-05,4.353547780863601e-05,0.0006768667364409529,0.0008620567427336998,0.7671252927400468,0.0005007426788022473,0.20323083081133717,0.004250387491656201,0.7571865422047459,True,True,True,True,True,False,False,False,0.0,0.0,0.0,0.0,0.15323083081133715,1,0
recheck_repeat,43,spatiotemporal_headroom,0.02,0.065,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.4883126213503373,0.7311528986781178,1.1352337206094458,0.9893603705094505,1.4577741665456498,1.1352337206094458,0.36809757351875305,158.7653350830078,0.8233252763748169,0.38155078887939453,158.62940979003906,0.8254244923591614,0.3816045820713043,158.59751892089844,0.8253944516181946,0.01345321536064148,0.036547959911928336,-0.13592529296875,-0.0008561396157270964,0.0020992159843444824,0.002549679992320337,0.021662763466042154,0.032933255269320845,0.11948584524092365,0.0,0.1,0.05,0.002420222804536799,0.0007769720685494113,0.02420222804536799,0.025963833773175144,0.8672423887587822,3,5,3,0.021662763466042154,0.11948584524092365,0.0,8.138639009035899e-05,8.934372612454052e-05,0.00081386390090359,0.0010417115023772623,0.8707552693208431,0.3255269320843091,0.14352556596409055,0.0,0.00010211918524114174,9.8150330320771e-05,0.0010211918524114173,0.0010910445539697724,0.9038348946135831,0.039227166276346606,0.12068149505783148,0.0,8.014038324592294e-05,8.121391392537837e-05,0.0008014038324592293,0.000928214225130297,0.867096018735363,0.06176814988290398,0.1592310694769711,0.0,2.175229151092267e-05,6.065367202886493e-06,0.00021752291510922667,0.0005716743880648168,0.5269320843091335,0.039227166276346606,0.12068149505783148,0.0,8.014038324592294e-05,8.121391392537837e-05,0.0008014038324592293,0.000928214225130297,0.867096018735363,0.06176814988290398,0.1592310694769711,0.0,2.175229151092267e-05,6.065367202886493e-06,0.00021752291510922667,0.0005716743880648168,0.5269320843091335,0.0005007426788022473,0.20323083081133717,0.004250387491656201,0.7571865422047459,True,True,True,False,False,False,False,False,0.0,0.0,0.07306791569086646,0.0,0.15323083081133715,1,1
recheck_repeat,44,spatiotemporal_headroom,0.02,0.065,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.4883126213503373,0.7311528986781178,1.1352337206094458,0.9893603705094505,1.4577741665456498,1.1352337206094458,0.36809757351875305,158.7653350830078,0.8233252763748169,0.3823185861110687,159.93218994140625,0.8318769931793213,0.38233938813209534,159.91842651367188,0.8318860530853271,0.014221012592315674,0.038633812378530044,1.1668548583984375,0.007349556865095059,0.008551716804504395,0.010386802215229507,0.0117096018735363,0.03776346604215457,0.10570714634551057,0.0,0.1,0.05,-6.253186400341494e-05,0.00014207399343397993,-0.0006253186400341526,0.01404142493174652,0.6943793911007026,3,5,3,0.0117096018735363,0.10570714634551057,0.0,3.109665378626975e-05,2.425001384288252e-05,0.0003109665378626975,0.0007006138388481059,0.695403981264637,0.3985655737704918,0.14507952771272442,0.0,2.3546845737941185e-05,2.8690331352572525e-05,0.00023546845737941179,0.0005594594723248876,0.7766393442622951,0.028981264637002343,0.10791454064796902,0.0,2.3260121981597035e-05,2.5247527914239708e-05,0.00023260121981597036,0.0005391762054918548,0.6962822014051522,0.06469555035128806,0.15600117096018734,0.0,2.1901886376333546e-05,1.8164495231466435e-05,0.00021901886376333548,0.000609096506675171,0.6308548009367682,0.028981264637002343,0.10791454064796902,0.0,2.3260121981597035e-05,2.5247527914239708e-05,0.00023260121981597036,0.0005391762054918548,0.6962822014051522,0.06469555035128806,0.15600117096018734,0.0,2.1901886376333546e-05,1.8164495231466435e-05,0.00021901886376333548,0.000609096506675171,0.6308548009367682,0.0005007426788022473,0.20323083081133717,0.004250387491656201,0.7571865422047459,True,True,True,True,False,False,False,True,0.0,0.0,0.0,0.0,0.15323083081133715,1,2
recheck_repeat,42,spatiotemporal_headroom,0.03,0.065,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.3496019024298145,0.629925545038189,1.0904245388875762,0.9893603705094505,1.3093143325715328,1.0904245388875762,0.36809757351875305,158.7653350830078,0.8233252763748169,0.3851046860218048,158.85760498046875,0.8222344517707825,0.3851453363895416,158.87701416015625,0.8222585320472717,0.017007112503051758,0.046202729185296616,0.0922698974609375,0.0005811715599799901,-0.0010908246040344238,-0.0013249011482283565,0.010392271662763465,0.048741217798594846,0.11547492947840418,0.0,0.1,0.05,0.00293327270284555,7.430889514447929e-05,0.0293327270284555,0.03464480311701557,0.5639637002341921,3,5,3,0.010392271662763465,0.11547492947840418,0.0,-8.511605681190687e-05,1.0122485655481427e-05,-0.0008511605681190687,0.0005719541974330694,0.5781615925058547,0.31469555035128804,0.13747072599531615,0.0,8.202724937832514e-05,4.369135121594643e-05,0.0008202724937832512,0.0009994078489886774,0.7214578454332553,0.027517564402810304,0.11703167249318354,0.0,-2.4459396961668988e-05,1.2507329648112261e-05,-0.0002445939696166898,0.0005825769849034717,0.5947014051522248,0.05898711943793911,0.1512392661982826,0.0,0.00013852380873893068,7.135808529808285e-05,0.0013852380873893067,0.0014919501177373096,0.8237704918032787,0.027517564402810304,0.11703167249318354,0.0,-2.4459396961668988e-05,1.2507329648112261e-05,-0.0002445939696166898,0.0005825769849034717,0.5947014051522248,0.05898711943793911,0.1512392661982826,0.0,0.00013852380873893068,7.135808529808285e-05,0.0013852380873893067,0.0014919501177373096,0.8237704918032787,0.0005007426788022473,0.20323083081133717,0.004250387491656201,0.7571865422047459,True,True,True,True,True,False,False,False,0.0,0.0,0.0,0.0,0.15323083081133715,2,0
recheck_repeat,43,spatiotemporal_headroom,0.03,0.065,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.3496019024298145,0.629925545038189,1.0904245388875762,0.9893603705094505,1.3093143325715328,1.0904245388875762,0.36809757351875305,158.7653350830078,0.8233252763748169,0.38684770464897156,158.54595947265625,0.8283554911613464,0.386901319026947,158.50784301757812,0.8283291459083557,0.018750131130218506,0.050937937327270276,-0.2193756103515625,-0.0013817601319385344,0.005030214786529541,0.006109632402734041,0.025175644028103045,0.03820257611241218,0.11942585945837907,0.0,0.1,0.05,0.003837622977252802,0.0008388057724511239,0.03837622977252802,0.040743021786855,0.8073770491803278,3,5,3,0.025175644028103045,0.11942585945837907,0.0,7.107871494473712e-05,8.485025588244066e-05,0.0007107871494473712,0.0009392229505386966,0.8167447306791569,0.2797131147540984,0.14358411397345824,0.0,0.00010951136004194725,0.00010541654266745162,0.0010951136004194724,0.0012009169929495507,0.8957845433255269,0.040251756440281034,0.12114181817496143,0.0,7.544789806244429e-05,8.438095452416522e-05,0.0007544789806244428,0.0009145553086382995,0.8021077283372365,0.07684426229508197,0.16708626073380173,0.0,6.983002559820068e-05,4.370473507297326e-05,0.0006983002559820068,0.0009081700176865214,0.6528103044496487,0.040251756440281034,0.12114181817496143,0.0,7.544789806244429e-05,8.438095452416522e-05,0.0007544789806244428,0.0009145553086382995,0.8021077283372365,0.07684426229508197,0.16708626073380173,0.0,6.983002559820068e-05,4.370473507297326e-05,0.0006983002559820068,0.0009081700176865214,0.6528103044496487,0.0005007426788022473,0.20323083081133717,0.004250387491656201,0.7571865422047459,True,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0009379373272702732,0.15323083081133715,2,1
recheck_repeat,44,spatiotemporal_headroom,0.03,0.065,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.3496019024298145,0.629925545038189,1.0904245388875762,0.9893603705094505,1.3093143325715328,1.0904245388875762,0.36809757351875305,158.7653350830078,0.8233252763748169,0.3822425305843353,159.3921356201172,0.8296920657157898,0.3822702467441559,159.4013671875,0.8297225832939148,0.014144957065582275,0.038427194535314284,0.626800537109375,0.003947968470457753,0.0063667893409729,0.0077330181930117675,0.01405152224824356,0.037324355971896955,0.10534947080519069,0.0,0.1,0.05,-0.0012404743221595743,3.6080651719090214e-05,-0.012404743221595741,0.023565667323745012,0.5336651053864169,3,5,3,0.01405152224824356,0.10534947080519069,0.0,-0.00012519142589139778,5.178970851177232e-06,-0.0012519142589139773,0.0004971152623705688,0.5418618266978923,0.36563231850117095,0.1555815768930523,0.0,1.8800813109649794e-05,1.4977101561814896e-05,0.00018800813109649795,0.0005164351743735194,0.5838700234192038,0.02927400468384075,0.10711975849181836,0.0,-2.0662061857167947e-05,3.551282350193098e-06,-0.0002066206185716795,0.0004658008425081739,0.5291276346604216,0.05781615925058548,0.16484192037470727,0.0,-1.777328823517235e-05,4.014849076961842e-07,-0.00017773288235172348,0.00040895671794425107,0.5008782201405152,0.02927400468384075,0.10711975849181836,0.0,-2.0662061857167947e-05,3.551282350193098e-06,-0.0002066206185716795,0.0004658008425081739,0.5291276346604216,0.05781615925058548,0.16484192037470727,0.0,-1.777328823517235e-05,4.014849076961842e-07,-0.00017773288235172348,0.00040895671794425107,0.5008782201405152,0.0005007426788022473,0.20323083081133717,0.004250387491656201,0.7571865422047459,True,True,True,False,False,False,False,False,0.0,0.0,0.09912177985948478,0.0,0.15323083081133715,2,2
recheck_repeat,42,spatiotemporal_headroom,0.02,0.08,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.4883126213503373,0.7311528986781178,1.1352337206094458,0.9893603705094505,1.4577741665456498,1.1352337206094458,0.36809757351875305,158.7653350830078,0.8233252763748169,0.38589775562286377,159.7764129638672,0.8276541233062744,0.3859281837940216,159.81033325195312,0.8276644349098206,0.017800182104110718,0.04835723836469102,1.011077880859375,0.0063683793463525885,0.0043288469314575195,0.0052577602749157215,0.008782201405152224,0.032933255269320845,0.10772350537585748,0.0,0.1,0.05,0.003935726842943756,5.181075831244558e-06,0.03935726842943757,0.042738633596671405,0.5799180327868853,3,5,3,0.008782201405152224,0.10772350537585748,0.0,1.4395648190926022e-05,1.4220629763137187e-05,0.00014395648190926023,0.000696574513242087,0.593384074941452,0.34894613583138173,0.1314110070257611,0.0,5.6132567568877825e-05,2.3614801785635905e-05,0.0005613256756887783,0.000725648776401776,0.7150175644028103,0.02034543325526932,0.10846490136404606,0.0,1.6856727411939117e-05,1.7303378257861794e-05,0.00016856727411939114,0.0005633888091159106,0.6159250585480094,0.060011709601873534,0.15151249024199845,0.0,8.425322729147763e-05,5.5156910214422265e-05,0.0008425322729147762,0.0010679344429192618,0.6935011709601874,0.02034543325526932,0.10846490136404606,0.0,1.6856727411939117e-05,1.7303378257861794e-05,0.00016856727411939114,0.0005633888091159106,0.6159250585480094,0.060011709601873534,0.15151249024199845,0.0,8.425322729147763e-05,5.5156910214422265e-05,0.0008425322729147762,0.0010679344429192618,0.6935011709601874,0.0006162986804342084,0.2509472589379903,0.004250387491656201,0.7571485836617303,True,True,True,True,True,False,False,False,0.0,0.0,0.0,0.0,0.20094725893799031,3,0
recheck_repeat,43,spatiotemporal_headroom,0.02,0.08,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.4883126213503373,0.7311528986781178,1.1352337206094458,0.9893603705094505,1.4577741665456498,1.1352337206094458,0.36809757351875305,158.7653350830078,0.8233252763748169,0.38144928216934204,158.5620880126953,0.8253381252288818,0.3815153241157532,158.52117919921875,0.8252995610237122,0.01335170865058899,0.03627219957729163,-0.2032470703125,-0.0012801728425555594,0.0020128488540649414,0.0024447796172707282,0.02107728337236534,0.03278688524590164,0.1194282753887173,0.0,0.1,0.05,0.002702639954950204,0.0009679651319771148,0.02702639954950204,0.029370109135103472,0.8002049180327869,3,5,3,0.02107728337236534,0.1194282753887173,0.0,3.408270971941676e-05,0.00010212184388239885,0.00034082709719416757,0.0011939662587052702,0.803132318501171,0.32596604215456676,0.14352800546448088,0.0,0.00012516058038084684,0.00012263604118508965,0.0012516058038084686,0.0013505609321949987,0.8316744730679156,0.03849531615925059,0.12058509354482269,0.0,8.444409908140854e-05,0.00010106942756045827,0.0008444409908140854,0.0011312424617742943,0.8015222482435597,0.061914519906323184,0.15902615144418422,0.0,3.199618266054028e-05,1.2530875172743107e-05,0.00031996182660540284,0.0007390676194846151,0.6244145199063232,0.03849531615925059,0.12058509354482269,0.0,8.444409908140854e-05,0.00010106942756045827,0.0008444409908140854,0.0011312424617742943,0.8015222482435597,0.061914519906323184,0.15902615144418422,0.0,3.199618266054028e-05,1.2530875172743107e-05,0.00031996182660540284,0.0007390676194846151,0.6244145199063232,0.0006162986804342084,0.2509472589379903,0.004250387491656201,0.7571485836617303,True,True,True,True,False,False,False,True,0.0,0.0,0.0,0.0,0.20094725893799031,3,1
recheck_repeat,44,spatiotemporal_headroom,0.02,0.08,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.4883126213503373,0.7311528986781178,1.1352337206094458,0.9893603705094505,1.4577741665456498,1.1352337206094458,0.36809757351875305,158.7653350830078,0.8233252763748169,0.38212713599205017,160.04852294921875,0.8320977687835693,0.3821527063846588,160.03005981445312,0.832104504108429,0.01402956247329712,0.03811370539388348,1.2831878662109375,0.008082292432035268,0.008772492408752441,0.010654953346481233,0.012295081967213115,0.038788056206088994,0.10556837766388728,0.0,0.1,0.05,0.007598059416310627,0.0001898035260893659,0.07598059416310628,0.08869934142106956,0.6375878220140515,3,5,3,0.012295081967213115,0.10556837766388728,0.0,-5.8943312186513756e-05,2.0607905965228606e-05,-0.0005894331218651374,0.0006351861818252866,0.6377341920374707,0.3991510538641686,0.14509660421545667,0.0,2.9413297361147442e-05,3.666961465676648e-05,0.0002941329736114744,0.0006851857300801113,0.7094555035128806,0.028981264637002343,0.10770123167664152,0.0,8.278606516810604e-06,2.2318861722388316e-05,8.2786065168106e-05,0.0006027074251051507,0.6390515222482436,0.06440281030444965,0.1557767369242779,0.0,3.2846743333672444e-05,2.61978681858327e-05,0.0003284674333367244,0.0007790022543627724,0.6532494145199064,0.028981264637002343,0.10770123167664152,0.0,8.278606516810604e-06,2.2318861722388316e-05,8.2786065168106e-05,0.0006027074251051507,0.6390515222482436,0.06440281030444965,0.1557767369242779,0.0,3.2846743333672444e-05,2.61978681858327e-05,0.0003284674333367244,0.0007790022543627724,0.6532494145199064,0.0006162986804342084,0.2509472589379903,0.004250387491656201,0.7571485836617303,True,True,True,True,True,False,False,True,0.0,0.0,0.0,0.0,0.20094725893799031,3,2
recheck_repeat,42,spatiotemporal_headroom,0.03,0.08,hybrid,directional_headroom,flat,additive_directional,3,5,8,tail,3,200.0,3,0.25,0.35,0.25,0.0,0.6,0.3,1.6,uniform,1.15,1.75,0.4,"5,51,127,140,155","0,1,11","9,10,11","1.0000,0.9250,0.8500,0.7750,0.7000","0.7000,0.8500,1.0000",0,1.3496019024298145,0.629925545038189,1.0904245388875762,0.9893603705094505,1.3093143325715328,1.0904245388875762,0.36809757351875305,158.7653350830078,0.8233252763748169,0.3843691349029541,160.53408813476562,0.8235792517662048,0.3844250738620758,160.56478881835938,0.8236031532287598,0.01627156138420105,0.04420447879798936,1.7687530517578125,0.011140675329618077,0.00025397539138793945,0.0003084751539588562,0.01053864168618267,0.04727751756440281,0.11333082076578156,0.0,0.1,0.05,0.002203066502913328,6.88332377797123e-05,0.022030665029133277,0.02742435181350565,0.5480093676814989,3,5,3,0.01053864168618267,0.11333082076578156,0.0,-8.724870520702083e-05,1.050872045076155e-05,-0.0008724870520702084,0.0008043784534513194,0.5610362997658079,0.31015807962529274,0.1351044106167057,0.0,0.000102672877065506,5.0743451252824284e-05,0.00102672877065506,0.0012520212003320518,0.7060889929742389,0.027224824355971896,0.11479817435804607,0.0,-8.50649845182003e-06,1.351826166936535e-05,-8.506498451820035e-05,0.0008136677467962742,0.5819672131147541,0.05898711943793911,0.151532006245121,0.0,0.00016105082463531347,7.968901316204601e-05,0.0016105082463531348,0.0017933026762508787,0.8084016393442623,0.027224824355971896,0.11479817435804607,0.0,-8.50649845182003e-06,1.351826166936535e-05,-8.506498451820035e-05,0.0008136677467962742,0.5819672131147541,0.05898711943793911,0.151532006245121,0.0,0.00016105082463531347,7.968901316204601e-05,0.0016105082463531348,0.0017933026762508787,0.8084016393442623,0.0006162986804342084,0.2509472589379903,0.004250387491656201,0.7571485836617303,True,True,True,True,True,False,False,False,0.0,0.0,0.0,0.0,0.20094725893799031,4,0
